GEO_ID,NAME,H002001,H002001ERR,H002002,H002003,H002004,H002005,H002006
1400000US24005450200,"Census Tract 4502, Baltimore County, Maryland",1411,null,1411,1411,0,0,0
1400000US24005450300,"Census Tract 4503, Baltimore County, Maryland",1458,null,1458,1458,0,0,0
1400000US24005450400,"Census Tract 4504, Baltimore County, Maryland",886,null,886,886,0,0,0
1400000US24005450501,"Census Tract 4505.01, Baltimore County, Maryland",1856,null,1856,1856,0,0,0
1400000US24005450503,"Census Tract 4505.03, Baltimore County, Maryland",2335,null,2335,2335,0,0,0
1400000US24005450504,"Census Tract 4505.04, Baltimore County, Maryland",2826,null,2826,2826,0,0,0
1400000US24005450800,"Census Tract 4508, Baltimore County, Maryland",1807,null,1807,1807,0,0,0
1400000US24005450900,"Census Tract 4509, Baltimore County, Maryland",1730,null,1730,1730,0,0,0
1400000US24005451000,"Census Tract 4510, Baltimore County, Maryland",763,null,400,400,0,363,0
1400000US24005451100,"Census Tract 4511, Baltimore County, Maryland",742,null,742,742,0,0,0
1400000US24005451200,"Census Tract 4512, Baltimore County, Maryland",1646,null,1646,1646,0,0,0
1400000US24005451300,"Census Tract 4513, Baltimore County, Maryland",1568,null,1568,1568,0,0,0
1400000US24005451401,"Census Tract 4514.01, Baltimore County, Maryland",1379,null,1379,1379,0,0,0
1400000US24005451402,"Census Tract 4514.02, Baltimore County, Maryland",2238,null,2238,2238,0,0,0
1400000US24005451500,"Census Tract 4515, Baltimore County, Maryland",1458,null,1458,1458,0,0,0
1400000US24005451600,"Census Tract 4516, Baltimore County, Maryland",991,null,991,991,0,0,0
1400000US24005451701,"Census Tract 4517.01, Baltimore County, Maryland",1077,null,1077,1077,0,0,0
1400000US24005451702,"Census Tract 4517.02, Baltimore County, Maryland",797,null,797,797,0,0,0
1400000US24005451801,"Census Tract 4518.01, Baltimore County, Maryland",2153,null,2117,2117,0,36,0
1400000US24005451802,"Census Tract 4518.02, Baltimore County, Maryland",1806,null,1806,1806,0,0,0
1400000US24005451803,"Census Tract 4518.03, Baltimore County, Maryland",1975,null,1975,1975,0,0,0
1400000US24005451900,"Census Tract 4519, Baltimore County, Maryland",1053,null,953,953,0,100,0
1400000US24005452000,"Census Tract 4520, Baltimore County, Maryland",1062,null,1062,1062,0,0,0
1400000US24005452100,"Census Tract 4521, Baltimore County, Maryland",1467,null,1467,1467,0,0,0
1400000US24005452300,"Census Tract 4523, Baltimore County, Maryland",1201,null,1201,1201,0,0,0
1400000US24005452400,"Census Tract 4524, Baltimore County, Maryland",1399,null,1399,1399,0,0,0
1400000US24005452500,"Census Tract 4525, Baltimore County, Maryland",1417,null,1417,1417,0,0,0
1400000US24005490100,"Census Tract 4901, Baltimore County, Maryland",1604,null,1394,1394,0,210,0
1400000US24005490200,"Census Tract 4902, Baltimore County, Maryland",1104,null,1104,1104,0,0,0
1400000US24005490301,"Census Tract 4903.01, Baltimore County, Maryland",3356,null,3356,3356,0,0,0
1400000US24005490302,"Census Tract 4903.02, Baltimore County, Maryland",1347,null,1347,1347,0,0,0
1400000US24005490400,"Census Tract 4904, Baltimore County, Maryland",751,null,751,751,0,0,0
1400000US24005490500,"Census Tract 4905, Baltimore County, Maryland",1573,null,1573,1573,0,0,0
1400000US24005490601,"Census Tract 4906.01, Baltimore County, Maryland",845,T1_HU$1400000US24005490601,845,845,0,0,0
1400000US24005490602,"Census Tract 4906.02, Baltimore County, Maryland",1400,null,1400,1400,0,0,0
1400000US24005490603,"Census Tract 4906.03, Baltimore County, Maryland",971,T1_HU$1400000US24005490603,971,971,0,0,0
1400000US24005490605,"Census Tract 4906.05, Baltimore County, Maryland",249,null,249,249,0,0,0
1400000US24005490701,"Census Tract 4907.01, Baltimore County, Maryland",680,null,680,680,0,0,0
1400000US24005490703,"Census Tract 4907.03, Baltimore County, Maryland",1200,null,1200,1200,0,0,0
1400000US24005490800,"Census Tract 4908, Baltimore County, Maryland",1441,null,1441,1441,0,0,0
1400000US24005490900,"Census Tract 4909, Baltimore County, Maryland",2423,null,2423,2423,0,0,0
1400000US24005491000,"Census Tract 4910, Baltimore County, Maryland",802,null,802,802,0,0,0
1400000US24005491100,"Census Tract 4911, Baltimore County, Maryland",1452,T1_HU$1400000US24005491100,1452,1452,0,0,0
1400000US24005491201,"Census Tract 4912.01, Baltimore County, Maryland",875,null,875,875,0,0,0
1400000US24005491202,"Census Tract 4912.02, Baltimore County, Maryland",813,null,813,813,0,0,0
1400000US24005491300,"Census Tract 4913, Baltimore County, Maryland",1525,null,1525,1525,0,0,0
1400000US24005491401,"Census Tract 4914.01, Baltimore County, Maryland",2373,null,2373,2373,0,0,0
1400000US24005491402,"Census Tract 4914.02, Baltimore County, Maryland",1202,null,1202,1202,0,0,0
1400000US24005491500,"Census Tract 4915, Baltimore County, Maryland",1813,null,1813,1813,0,0,0
1400000US24005491600,"Census Tract 4916, Baltimore County, Maryland",1332,null,1332,1332,0,0,0
1400000US24005491701,"Census Tract 4917.01, Baltimore County, Maryland",1856,null,1856,1856,0,0,0
1400000US24005491900,"Census Tract 4919, Baltimore County, Maryland",886,null,886,886,0,0,0
1400000US24005492001,"Census Tract 4920.01, Baltimore County, Maryland",654,null,654,654,0,0,0
1400000US24005492002,"Census Tract 4920.02, Baltimore County, Maryland",1651,null,1651,1651,0,0,0
1400000US24005492101,"Census Tract 4921.01, Baltimore County, Maryland",1671,null,1671,1671,0,0,0
1400000US24005492102,"Census Tract 4921.02, Baltimore County, Maryland",912,T1_HU$1400000US24005492102,912,912,0,0,0
1400000US24005492200,"Census Tract 4922, Baltimore County, Maryland",2086,null,2086,2086,0,0,0
1400000US24005492300,"Census Tract 4923, Baltimore County, Maryland",1447,null,1447,1447,0,0,0
1400000US24005492401,"Census Tract 4924.01, Baltimore County, Maryland",1404,null,1404,1404,0,0,0
1400000US24005492402,"Census Tract 4924.02, Baltimore County, Maryland",3100,null,3100,3100,0,0,0
1400000US24005492500,"Census Tract 4925, Baltimore County, Maryland",77,null,77,77,0,0,0
1400000US24005492600,"Census Tract 4926, Baltimore County, Maryland",1566,null,1566,1566,0,0,0
1400000US24005980000,"Census Tract 9800, Baltimore County, Maryland",0,null,0,0,0,0,0
1400000US24005980100,"Census Tract 9801, Baltimore County, Maryland",0,null,0,0,0,0,0
1400000US24005980200,"Census Tract 9802, Baltimore County, Maryland",0,null,0,0,0,0,0
1400000US24009860101,"Census Tract 8601.01, Calvert County, Maryland",1101,null,540,0,540,561,0
1400000US24009860102,"Census Tract 8601.02, Calvert County, Maryland",1027,null,723,0,723,304,0
1400000US24009860200,"Census Tract 8602, Calvert County, Maryland",2027,null,866,0,866,1161,0
1400000US24009860300,"Census Tract 8603, Calvert County, Maryland",1412,null,337,0,337,1075,0
1400000US24009860401,"Census Tract 8604.01, Calvert County, Maryland",4090,null,3998,0,3998,92,0
1400000US24009860402,"Census Tract 8604.02, Calvert County, Maryland",1394,null,1360,0,1360,34,0
1400000US24009860501,"Census Tract 8605.01, Calvert County, Maryland",1869,null,83,0,83,1786,0
1400000US24009860502,"Census Tract 8605.02, Calvert County, Maryland",1294,null,1031,0,1031,263,0
1400000US24009860600,"Census Tract 8606, Calvert County, Maryland",2399,null,961,0,961,1438,0
1400000US24009860701,"Census Tract 8607.01, Calvert County, Maryland",1014,null,441,0,441,573,0
1400000US24009860702,"Census Tract 8607.02, Calvert County, Maryland",1063,null,691,0,691,372,0
1400000US24009860703,"Census Tract 8607.03, Calvert County, Maryland",1343,null,369,0,369,974,0
1400000US24009860801,"Census Tract 8608.01, Calvert County, Maryland",2358,null,69,0,69,2289,0
1400000US24009860802,"Census Tract 8608.02, Calvert County, Maryland",2095,null,1578,0,1578,517,0
1400000US24009860900,"Census Tract 8609, Calvert County, Maryland",3526,null,2801,2007,794,725,0
1400000US24009861001,"Census Tract 8610.01, Calvert County, Maryland",564,null,485,480,5,79,0
1400000US24009861003,"Census Tract 8610.03, Calvert County, Maryland",2647,null,2647,2647,0,0,0
1400000US24009861004,"Census Tract 8610.04, Calvert County, Maryland",2557,null,2557,2557,0,0,0
1400000US24009990100,"Census Tract 9901, Calvert County, Maryland",0,null,0,0,0,0,0
1400000US24011955000,"Census Tract 9550, Caroline County, Maryland",1205,null,0,0,0,1205,0
1400000US24011955100,"Census Tract 9551, Caroline County, Maryland",2267,null,0,0,0,2267,0
1400000US24011955201,"Census Tract 9552.01, Caroline County, Maryland",1440,null,0,0,0,1440,0
1400000US24011955202,"Census Tract 9552.02, Caroline County, Maryland",866,null,0,0,0,866,0
1400000US24011955301,"Census Tract 9553.01, Caroline County, Maryland",1622,null,596,0,596,1026,0
1400000US24011955302,"Census Tract 9553.02, Caroline County, Maryland",1326,null,1326,0,1326,0,0
1400000US24011955400,"Census Tract 9554, Caroline County, Maryland",896,null,0,0,0,896,0
1400000US24011955500,"Census Tract 9555, Caroline County, Maryland",1770,null,0,0,0,1770,0
1400000US24011955600,"Census Tract 9556, Caroline County, Maryland",2090,null,1387,0,1387,703,0
1400000US24013501001,"Census Tract 5010.01, Carroll County, Maryland",1447,null,1216,0,1216,231,0
1400000US24013501002,"Census Tract 5010.02, Carroll County, Maryland",2228,null,1294,0,1294,934,0
1400000US24013502000,"Census Tract 5020, Carroll County, Maryland",1608,null,15,15,0,1593,0
1400000US24013503000,"Census Tract 5030, Carroll County, Maryland",2064,null,0,0,0,2064,0
1400000US24013504100,"Census Tract 5041, Carroll County, Maryland",1927,null,1152,1152,0,775,0
1400000US24013504201,"Census Tract 5042.01, Carroll County, Maryland",2288,null,1703,1703,0,585,0
1400000US24013504202,"Census Tract 5042.02, Carroll County, Maryland",2228,null,1165,1165,0,1063,0
1400000US24013505101,"Census Tract 5051.01, Carroll County, Maryland",1406,null,1362,1362,0,44,0
1400000US24013505102,"Census Tract 5051.02, Carroll County, Maryland",1802,null,1520,1520,0,282,0
1400000US24013505203,"Census Tract 5052.03, Carroll County, Maryland",1082,null,1082,1082,0,0,0
1400000US24013505205,"Census Tract 5052.05, Carroll County, Maryland",1057,null,1057,1057,0,0,0
1400000US24013505206,"Census Tract 5052.06, Carroll County, Maryland",1323,null,1124,1124,0,199,0
1400000US24013505207,"Census Tract 5052.07, Carroll County, Maryland",1344,null,1344,1344,0,0,0
1400000US24013505208,"Census Tract 5052.08, Carroll County, Maryland",2064,null,2064,2064,0,0,0
1400000US24013506101,"Census Tract 5061.01, Carroll County, Maryland",1637,null,799,0,799,838,0
1400000US24013506102,"Census Tract 5061.02, Carroll County, Maryland",1403,null,657,37,620,746,0
1400000US24013506200,"Census Tract 5062, Carroll County, Maryland",2051,null,470,0,470,1581,0
1400000US24013507500,"Census Tract 5075, Carroll County, Maryland",1152,null,650,650,0,502,0
1400000US24013507601,"Census Tract 5076.01, Carroll County, Maryland",1881,null,1463,1463,0,418,0
1400000US24013507602,"Census Tract 5076.02, Carroll County, Maryland",1882,null,1663,1663,0,219,0
1400000US24013507702,"Census Tract 5077.02, Carroll County, Maryland",1781,null,1498,1498,0,283,0
1400000US24013507703,"Census Tract 5077.03, Carroll County, Maryland",1322,null,1322,1322,0,0,0
1400000US24013507704,"Census Tract 5077.04, Carroll County, Maryland",2221,null,2221,2221,0,0,0
1400000US24013507801,"Census Tract 5078.01, Carroll County, Maryland",2473,null,2473,2473,0,0,0
1400000US24013507802,"Census Tract 5078.02, Carroll County, Maryland",1791,null,1303,1303,0,488,0
1400000US24013508101,"Census Tract 5081.01, Carroll County, Maryland",1828,null,1238,1238,0,590,0
1400000US24013508102,"Census Tract 5081.02, Carroll County, Maryland",1184,null,1184,1184,0,0,0
1400000US24013508200,"Census Tract 5082, Carroll County, Maryland",2659,null,1358,1358,0,1301,0
1400000US24013509001,"Census Tract 5090.01, Carroll County, Maryland",1620,null,0,0,0,1620,0
1400000US24013509002,"Census Tract 5090.02, Carroll County, Maryland",1032,null,0,0,0,1032,0
1400000US24013510000,"Census Tract 5100, Carroll County, Maryland",545,null,0,0,0,545,0
1400000US24013511000,"Census Tract 5110, Carroll County, Maryland",1459,null,0,0,0,1459,0
1400000US24013512000,"Census Tract 5120, Carroll County, Maryland",664,null,0,0,0,664,0
1400000US24013513001,"Census Tract 5130.01, Carroll County, Maryland",1805,null,1627,1627,0,178,0
1400000US24013513002,"Census Tract 5130.02, Carroll County, Maryland",1727,null,916,916,0,811,0
1400000US24013514100,"Census Tract 5141, Carroll County, Maryland",1281,null,385,385,0,896,0
1400000US24013514201,"Census Tract 5142.01, Carroll County, Maryland",1882,null,0,0,0,1882,0
1400000US24013514202,"Census Tract 5142.02, Carroll County, Maryland",1258,null,577,577,0,681,0
1400000US24015030100,"Census Tract 301, Cecil County, Maryland",2880,null,0,0,0,2880,0
1400000US24015030200,"Census Tract 302, Cecil County, Maryland",2554,null,248,248,0,2306,0
1400000US24015030400,"Census Tract 304, Cecil County, Maryland",1985,null,1985,1985,0,0,0
1400000US24015030501,"Census Tract 305.01, Cecil County, Maryland",1555,null,1095,1095,0,460,0
1400000US24015030503,"Census Tract 305.03, Cecil County, Maryland",2222,null,1628,1628,0,594,0
1400000US24015030505,"Census Tract 305.05, Cecil County, Maryland",1489,null,1248,1248,0,241,0
1400000US24015030506,"Census Tract 305.06, Cecil County, Maryland",3106,null,3106,3106,0,0,0
1400000US24015030601,"Census Tract 306.01, Cecil County, Maryland",1405,null,90,90,0,1315,0
1400000US24015030602,"Census Tract 306.02, Cecil County, Maryland",1875,null,1549,1549,0,326,0
1400000US24015030700,"Census Tract 307, Cecil County, Maryland",1712,null,111,111,0,1601,0
1400000US24015030903,"Census Tract 309.03, Cecil County, Maryland",2206,null,1992,1992,0,214,0
1400000US24015030904,"Census Tract 309.04, Cecil County, Maryland",2854,null,837,837,0,2017,0
1400000US24015030905,"Census Tract 309.05, Cecil County, Maryland",1036,null,344,344,0,692,0
1400000US24015030906,"Census Tract 309.06, Cecil County, Maryland",3781,null,2953,2953,0,828,0
1400000US24015031201,"Census Tract 312.01, Cecil County, Maryland",2570,null,1761,1761,0,809,0
1400000US24015031202,"Census Tract 312.02, Cecil County, Maryland",2301,null,2235,2235,0,66,0
1400000US24015031301,"Census Tract 313.01, Cecil County, Maryland",1239,null,346,346,0,893,0
1400000US24015031302,"Census Tract 313.02, Cecil County, Maryland",2817,null,1868,1868,0,949,0
1400000US24015031400,"Census Tract 314, Cecil County, Maryland",1516,null,0,0,0,1516,0
1400000US24017850101,"Census Tract 8501.01, Charles County, Maryland",2044,null,1790,1790,0,254,0
1400000US24017850102,"Census Tract 8501.02, Charles County, Maryland",991,null,518,518,0,473,0
1400000US24017850201,"Census Tract 8502.01, Charles County, Maryland",260,null,232,232,0,28,0
1400000US24017850202,"Census Tract 8502.02, Charles County, Maryland",1997,null,1997,1997,0,0,0
1400000US24017850300,"Census Tract 8503, Charles County, Maryland",817,null,0,0,0,817,0
1400000US24017850400,"Census Tract 8504, Charles County, Maryland",1602,null,0,0,0,1602,0
1400000US24017850500,"Census Tract 8505, Charles County, Maryland",1113,null,0,0,0,1113,0
1400000US24017850600,"Census Tract 8506, Charles County, Maryland",1704,null,326,326,0,1378,0
1400000US24017850706,"Census Tract 8507.06, Charles County, Maryland",1602,null,1602,1602,0,0,0
1400000US24017850708,"Census Tract 8507.08, Charles County, Maryland",1758,null,1758,1758,0,0,0
1400000US24017850709,"Census Tract 8507.09, Charles County, Maryland",2528,null,2528,2528,0,0,0
1400000US24017850710,"Census Tract 8507.10, Charles County, Maryland",1697,null,1697,1697,0,0,0
1400000US24017850711,"Census Tract 8507.11, Charles County, Maryland",1889,null,1889,1889,0,0,0
1400000US24017850712,"Census Tract 8507.12, Charles County, Maryland",1974,null,1648,1648,0,326,0
1400000US24017850713,"Census Tract 8507.13, Charles County, Maryland",2213,null,2203,2203,0,10,0
1400000US24017850801,"Census Tract 8508.01, Charles County, Maryland",1702,null,1702,1702,0,0,0
1400000US24017850802,"Census Tract 8508.02, Charles County, Maryland",1551,null,1111,1111,0,440,0
1400000US24017850901,"Census Tract 8509.01, Charles County, Maryland",2392,null,2392,2392,0,0,0
1400000US24017850902,"Census Tract 8509.02, Charles County, Maryland",1884,null,1884,1884,0,0,0
1400000US24017850904,"Census Tract 8509.04, Charles County, Maryland",2156,null,1751,1751,0,405,0
1400000US24017850905,"Census Tract 8509.05, Charles County, Maryland",1622,null,1622,1622,0,0,0
1400000US24017850906,"Census Tract 8509.06, Charles County, Maryland",2163,null,2163,2163,0,0,0
1400000US24017851001,"Census Tract 8510.01, Charles County, Maryland",1126,null,944,944,0,182,0
1400000US24017851002,"Census Tract 8510.02, Charles County, Maryland",3537,null,2972,2972,0,565,0
1400000US24017851100,"Census Tract 8511, Charles County, Maryland",1070,null,51,51,0,1019,0
1400000US24017851200,"Census Tract 8512, Charles County, Maryland",2358,null,187,0,187,2171,0
1400000US24017851301,"Census Tract 8513.01, Charles County, Maryland",1557,null,0,0,0,1557,0
1400000US24017851302,"Census Tract 8513.02, Charles County, Maryland",1384,null,65,65,0,1319,0
1400000US24017851400,"Census Tract 8514, Charles County, Maryland",2871,null,1,1,0,2870,0
1400000US24017851500,"Census Tract 8515, Charles County, Maryland",3401,null,3401,3401,0,0,0
1400000US24017990000,"Census Tract 9900, Charles County, Maryland",0,null,0,0,0,0,0
1400000US24019970100,"Census Tract 9701, Dorchester County, Maryland",1282,null,9,0,9,1273,0
1400000US24019970200,"Census Tract 9702, Dorchester County, Maryland",2484,null,0,0,0,2484,0
1400000US24019970300,"Census Tract 9703, Dorchester County, Maryland",2131,null,128,0,128,2003,0
1400000US24019970400,"Census Tract 9704, Dorchester County, Maryland",2080,null,2080,0,2080,0,0
1400000US24019970500,"Census Tract 9705, Dorchester County, Maryland",1894,null,1894,0,1894,0,0
1400000US24019970600,"Census Tract 9706, Dorchester County, Maryland",2200,null,2131,0,2131,69,0
1400000US24019970702,"Census Tract 9707.02, Dorchester County, Maryland",2115,null,955,0,955,1160,0
1400000US24019970804,"Census Tract 9708.04, Dorchester County, Maryland",1334,null,0,0,0,1334,0
1400000US24019970900,"Census Tract 9709, Dorchester County, Maryland",1034,null,0,0,0,1034,0
1400000US24019990000,"Census Tract 9900, Dorchester County, Maryland",0,null,0,0,0,0,0
1400000US24021740200,"Census Tract 7402, Frederick County, Maryland",1742,null,1469,1469,0,273,0
1400000US24021750100,"Census Tract 7501, Frederick County, Maryland",711,null,711,711,0,0,0
1400000US24021750200,"Census Tract 7502, Frederick County, Maryland",1077,null,1077,1077,0,0,0
1400000US24021750300,"Census Tract 7503, Frederick County, Maryland",881,null,881,881,0,0,0
1400000US24021750503,"Census Tract 7505.03, Frederick County, Maryland",2637,null,2637,2637,0,0,0
1400000US24021750504,"Census Tract 7505.04, Frederick County, Maryland",2327,null,2327,2327,0,0,0
1400000US24021750505,"Census Tract 7505.05, Frederick County, Maryland",2484,null,2484,2484,0,0,0
1400000US24021750506,"Census Tract 7505.06, Frederick County, Maryland",1303,null,1303,1303,0,0,0
1400000US24021750600,"Census Tract 7506, Frederick County, Maryland",1079,null,1079,1079,0,0,0
1400000US24021750701,"Census Tract 7507.01, Frederick County, Maryland",1859,null,1859,1859,0,0,0
1400000US24021750702,"Census Tract 7507.02, Frederick County, Maryland",1590,null,1590,1590,0,0,0
1400000US24021750801,"Census Tract 7508.01, Frederick County, Maryland",1560,null,1560,1560,0,0,0
1400000US24021750802,"Census Tract 7508.02, Frederick County, Maryland",1956,null,1956,1956,0,0,0
1400000US24021750803,"Census Tract 7508.03, Frederick County, Maryland",2405,null,2405,2405,0,0,0
1400000US24021751001,"Census Tract 7510.01, Frederick County, Maryland",365,null,365,365,0,0,0
1400000US24021751002,"Census Tract 7510.02, Frederick County, Maryland",2229,null,2229,2229,0,0,0
1400000US24021751003,"Census Tract 7510.03, Frederick County, Maryland",2329,null,2329,2329,0,0,0
1400000US24021751004,"Census Tract 7510.04, Frederick County, Maryland",1690,null,1495,1495,0,195,0
1400000US24021751201,"Census Tract 7512.01, Frederick County, Maryland",1682,null,1681,1681,0,1,0
1400000US24021751202,"Census Tract 7512.02, Frederick County, Maryland",2513,null,2513,2513,0,0,0
1400000US24021751203,"Census Tract 7512.03, Frederick County, Maryland",849,null,623,623,0,226,0
1400000US24021751301,"Census Tract 7513.01, Frederick County, Maryland",1402,null,800,800,0,602,0
1400000US24021751302,"Census Tract 7513.02, Frederick County, Maryland",1249,null,24,2,22,1225,0
1400000US24021751600,"Census Tract 7516, Frederick County, Maryland",1120,null,0,0,0,1120,0
1400000US24021751701,"Census Tract 7517.01, Frederick County, Maryland",888,null,30,30,0,858,0
1400000US24021751702,"Census Tract 7517.02, Frederick County, Maryland",1385,null,0,0,0,1385,0
1400000US24021751801,"Census Tract 7518.01, Frederick County, Maryland",1486,null,1043,1043,0,443,0
1400000US24021751802,"Census Tract 7518.02, Frederick County, Maryland",1335,null,220,220,0,1115,0
1400000US24021751901,"Census Tract 7519.01, Frederick County, Maryland",1478,null,1474,1474,0,4,0
1400000US24021751902,"Census Tract 7519.02, Frederick County, Maryland",2146,null,2146,2146,0,0,0
1400000US24021751903,"Census Tract 7519.03, Frederick County, Maryland",2112,null,1712,1712,0,400,0
1400000US24021751904,"Census Tract 7519.04, Frederick County, Maryland",1102,null,730,730,0,372,0
1400000US24021752001,"Census Tract 7520.01, Frederick County, Maryland",1686,null,1485,1485,0,201,0
1400000US24021752101,"Census Tract 7521.01, Frederick County, Maryland",1093,null,911,911,0,182,0
1400000US24021752102,"Census Tract 7521.02, Frederick County, Maryland",1530,null,1020,1020,0,510,0
1400000US24021752201,"Census Tract 7522.01, Frederick County, Maryland",799,null,0,0,0,799,0
1400000US24021752202,"Census Tract 7522.02, Frederick County, Maryland",1215,null,1215,1215,0,0,0
1400000US24021752204,"Census Tract 7522.04, Frederick County, Maryland",1927,null,1576,1576,0,351,0
1400000US24021752301,"Census Tract 7523.01, Frederick County, Maryland",1448,null,1448,1448,0,0,0
1400000US24021752302,"Census Tract 7523.02, Frederick County, Maryland",1547,null,537,537,0,1010,0
1400000US24021752303,"Census Tract 7523.03, Frederick County, Maryland",979,null,59,59,0,920,0
1400000US24021752501,"Census Tract 7525.01, Frederick County, Maryland",1898,null,987,987,0,911,0
1400000US24021752502,"Census Tract 7525.02, Frederick County, Maryland",888,null,48,48,0,840,0
1400000US24021752601,"Census Tract 7526.01, Frederick County, Maryland",1507,null,1395,1395,0,112,0
1400000US24021752602,"Census Tract 7526.02, Frederick County, Maryland",1065,null,559,559,0,506,0
1400000US24021752603,"Census Tract 7526.03, Frederick County, Maryland",1402,null,1399,1399,0,3,0
1400000US24021752801,"Census Tract 7528.01, Frederick County, Maryland",872,null,0,0,0,872,0
1400000US24021752802,"Census Tract 7528.02, Frederick County, Maryland",1319,null,0,0,0,1319,0
1400000US24021752900,"Census Tract 7529, Frederick County, Maryland",1281,null,232,0,232,1049,0
1400000US24021753001,"Census Tract 7530.01, Frederick County, Maryland",1839,null,1524,0,1524,315,0
1400000US24021753002,"Census Tract 7530.02, Frederick County, Maryland",1102,null,978,0,978,124,0
1400000US24021765100,"Census Tract 7651, Frederick County, Maryland",1725,null,1725,1725,0,0,0
1400000US24021766800,"Census Tract 7668, Frederick County, Maryland",1510,null,1229,0,1229,281,0
1400000US24021767500,"Census Tract 7675, Frederick County, Maryland",1155,null,31,0,31,1124,0
1400000US24021767600,"Census Tract 7676, Frederick County, Maryland",1215,null,504,504,0,711,0
1400000US24021770700,"Census Tract 7707, Frederick County, Maryland",1364,null,60,60,0,1304,0
1400000US24021772200,"Census Tract 7722, Frederick County, Maryland",789,null,789,789,0,0,0
1400000US24021773500,"Census Tract 7735, Frederick County, Maryland",1524,null,1495,1495,0,29,0
1400000US24021775302,"Census Tract 7753.02, Frederick County, Maryland",1448,null,1015,0,1015,433,0
1400000US24021775400,"Census Tract 7754, Frederick County, Maryland",1641,null,1641,0,1641,0,0
1400000US24021775600,"Census Tract 7756, Frederick County, Maryland",1397,null,1286,1286,0,111,0
1400000US24023000100,"Census Tract 1, Garrett County, Maryland",2230,null,0,0,0,2230,0
1400000US24023000200,"Census Tract 2, Garrett County, Maryland",1770,null,0,0,0,1770,0
1400000US24023000300,"Census Tract 3, Garrett County, Maryland",1277,null,0,0,0,1277,0
1400000US24023000400,"Census Tract 4, Garrett County, Maryland",1542,null,60,0,60,1482,0
1400000US24023000500,"Census Tract 5, Garrett County, Maryland",6245,null,0,0,0,6245,0
1400000US24023000600,"Census Tract 6, Garrett County, Maryland",3248,null,966,0,966,2282,0
1400000US24023000700,"Census Tract 7, Garrett County, Maryland",2542,null,1290,0,1290,1252,0
1400000US24025301102,"Census Tract 3011.02, Harford County, Maryland",1294,null,855,855,0,439,0
1400000US24025301105,"Census Tract 3011.05, Harford County, Maryland",1423,null,1423,1423,0,0,0
1400000US24025301106,"Census Tract 3011.06, Harford County, Maryland",1511,null,1511,1511,0,0,0
1400000US24025301107,"Census Tract 3011.07, Harford County, Maryland",1614,null,1614,1614,0,0,0
1400000US24025301108,"Census Tract 3011.08, Harford County, Maryland",1156,null,1156,1156,0,0,0
1400000US24025301201,"Census Tract 3012.01, Harford County, Maryland",813,null,199,199,0,614,0
1400000US24025301202,"Census Tract 3012.02, Harford County, Maryland",2600,null,2600,2600,0,0,0
1400000US24025301204,"Census Tract 3012.04, Harford County, Maryland",1657,null,1657,1657,0,0,0
1400000US24025301205,"Census Tract 3012.05, Harford County, Maryland",1811,null,1811,1811,0,0,0
1400000US24025301301,"Census Tract 3013.01, Harford County, Maryland",1826,null,1826,1826,0,0,0
1400000US24025301302,"Census Tract 3013.02, Harford County, Maryland",2906,null,2906,2906,0,0,0
1400000US24025301401,"Census Tract 3014.01, Harford County, Maryland",3176,null,3176,3176,0,0,0
1400000US24025301402,"Census Tract 3014.02, Harford County, Maryland",927,null,927,927,0,0,0
1400000US24025301601,"Census Tract 3016.01, Harford County, Maryland",2437,null,2437,2437,0,0,0
1400000US24025301602,"Census Tract 3016.02, Harford County, Maryland",2804,null,2804,2804,0,0,0
1400000US24025301702,"Census Tract 3017.02, Harford County, Maryland",3225,null,3225,3225,0,0,0
1400000US24025301703,"Census Tract 3017.03, Harford County, Maryland",1693,null,1693,1693,0,0,0
1400000US24025301704,"Census Tract 3017.04, Harford County, Maryland",1434,null,1434,1434,0,0,0
1400000US24025302100,"Census Tract 3021, Harford County, Maryland",833,null,10,10,0,823,0
1400000US24025302200,"Census Tract 3022, Harford County, Maryland",1043,null,260,260,0,783,0
1400000US24025302400,"Census Tract 3024, Harford County, Maryland",1186,null,1120,1120,0,66,0
1400000US24025302801,"Census Tract 3028.01, Harford County, Maryland",1476,null,1328,1328,0,148,0
1400000US24025302802,"Census Tract 3028.02, Harford County, Maryland",2027,null,2027,2027,0,0,0
1400000US24025302901,"Census Tract 3029.01, Harford County, Maryland",1029,null,1029,1029,0,0,0
1400000US24025302902,"Census Tract 3029.02, Harford County, Maryland",1890,null,1890,1890,0,0,0
1400000US24025303101,"Census Tract 3031.01, Harford County, Maryland",2122,null,1308,1308,0,814,0
1400000US24025303102,"Census Tract 3031.02, Harford County, Maryland",965,null,0,0,0,965,0
1400000US24025303201,"Census Tract 3032.01, Harford County, Maryland",1959,null,1245,1245,0,714,0
1400000US24025303203,"Census Tract 3032.03, Harford County, Maryland",1449,null,1449,1449,0,0,0
1400000US24025303204,"Census Tract 3032.04, Harford County, Maryland",1746,null,1746,1746,0,0,0
1400000US24025303205,"Census Tract 3032.05, Harford County, Maryland",501,null,501,501,0,0,0
1400000US24025303206,"Census Tract 3032.06, Harford County, Maryland",1222,null,1222,1222,0,0,0
1400000US24025303300,"Census Tract 3033, Harford County, Maryland",2209,null,1927,1927,0,282,0
1400000US24025303400,"Census Tract 3034, Harford County, Maryland",1535,null,1457,1457,0,78,0
