OID_,Name,OriginID,DestinationID,DestinationRank,Total_Minutes,Total_TravelTime,Total_Miles,Total_Kilometers,Total_TimeAt1KPH,Total_WalkTime,Total_TruckMinutes,Total_TruckTravelTime,Shape_Length
1433,Census Tract 2805 - Location 11,886,11,1,,2.572146777,0.800447941,,,,,,0.00992402
1434,Census Tract 7011.03 - Location 19,887,19,1,,26.58473506,19.42270991,,,,,,0.217709582
1435,Census Tract 7011.04 - Location 19,888,19,1,,26.06410704,19.49125889,,,,,,0.222290851
1436,Census Tract 7027.03 - Location 19,889,19,1,,22.06164377,17.55781604,,,,,,0.175526483
1437,Census Tract 7027.04 - Location 19,890,19,1,,20.26151961,16.02800588,,,,,,0.171010918
1438,Census Tract 7061.02 - Location 19,891,19,1,,25.26716033,15.88479862,,,,,,0.205875287
1439,Census Tract 7061.03 - Location 19,892,19,1,,24.66537948,15.39994815,,,,,,0.206232614
1440,Census Tract 7063.03 - Location 19,893,19,1,,25.55734646,19.41133764,,,,,,0.228762881
1441,Census Tract 7063.04 - Location 19,894,19,1,,30.28032783,20.55078678,,,,,,0.23398118
1442,Census Tract 7064.03 - Location 19,895,19,1,,23.06298735,18.07600349,,,,,,0.209749537
1443,Census Tract 7064.04 - Location 19,896,19,1,,24.82978727,18.95643537,,,,,,0.221118146
1444,Census Tract 7302.05 - Location 19,897,19,1,,7.75151708,2.314472437,,,,,,0.029002503
1445,Census Tract 7302.06 - Location 19,898,19,1,,6.477567488,2.858211146,,,,,,0.032026704
1446,Census Tract 7304.03 - Location 19,899,19,1,,4.848590127,1.390836748,,,,,,0.008567327
1447,Census Tract 7304.04 - Location 19,900,19,1,,6.01286065,2.705837131,,,,,,0.013311156
1448,Census Tract 7305.07 - Location 19,901,19,1,,3.704320002,1.41399679,,,,,,0.019909721
1449,Census Tract 7305.08 - Location 19,902,19,1,,2.670038236,0.583488771,,,,,,0.003012107
1450,Census Tract 7305.11 - Location 19,903,19,1,,3.461548098,0.956255014,,,,,,0.006997304
1451,Census Tract 7305.12 - Location 19,904,19,1,,6.509921304,1.935499224,,,,,,0.008778246
1452,Census Tract 7306.05 - Location 19,905,19,1,,11.57949928,6.739056172,,,,,,0.079692992
1453,Census Tract 7306.06 - Location 19,906,19,1,,13.73297231,6.709965243,,,,,,0.061313128
1454,Census Tract 7307.01 - Location 19,907,19,1,,13.64974571,8.015563081,,,,,,0.10901125
1455,Census Tract 7307.02 - Location 19,908,19,1,,14.13775688,7.763153925,,,,,,0.09272079
1456,Census Tract 7311.06 - Location 19,909,19,1,,24.12252173,13.80122188,,,,,,0.176010137
1457,Census Tract 7311.07 - Location 19,910,19,1,,24.75124297,14.2357674,,,,,,0.169760527
1458,Census Tract 7312.07 - Location 19,911,19,1,,11.95773146,7.130429293,,,,,,0.090401305
1459,Census Tract 7312.08 - Location 19,912,19,1,,9.3209292,5.874307665,,,,,,0.07570091
1460,Census Tract 7312.09 - Location 19,913,19,1,,8.538040084,3.560005293,,,,,,0.054993099
1461,Census Tract 7312.10 - Location 19,914,19,1,,8.75125834,5.834239521,,,,,,0.090950314
1462,Census Tract 7313.12 - Location 19,915,19,1,,9.879903518,5.787205688,,,,,,0.079708037
1463,Census Tract 7313.13 - Location 19,916,19,1,,9.157364456,4.305173511,,,,,,0.066486254
1464,Census Tract 7401.06 - Location 19,917,19,1,,16.04421735,11.85760347,,,,,,0.139487827
1465,Census Tract 7401.07 - Location 19,918,19,1,,15.85474495,8.203514898,,,,,,0.109501761
1466,Census Tract 7401.08 - Location 19,919,19,1,,17.16010506,9.28316066,,,,,,0.116938305
1467,Census Tract 7402.04 - Location 19,920,19,1,,8.010929084,2.953651222,,,,,,0.027988995
1468,Census Tract 7402.05 - Location 19,921,19,1,,4.439318221,1.120655622,,,,,,0.017331591
1469,Census Tract 7502.04 - Location 19,922,19,1,,12.99699346,8.223552611,,,,,,0.076487371
1470,Census Tract 4024.08 - Location 5,923,5,1,,19.65813012,7.917743989,,,,,,0.072102299
1471,Census Tract 4024.09 - Location 5,924,5,1,,19.19876792,7.693144952,,,,,,0.079047147
1472,Census Tract 4025.10 - Location 1,925,1,1,,22.83927254,13.21158374,,,,,,0.181463159
1473,Census Tract 4025.11 - Location 1,926,1,1,,23.61571631,16.11037759,,,,,,0.193268777
1474,Census Tract 4114.11 - Location 1,927,1,1,,16.86125569,8.570982409,,,,,,0.092128547
1475,Census Tract 4114.12 - Location 1,928,1,1,,16.5256245,9.231103709,,,,,,0.10526996
1476,Census Tract 4114.13 - Location 1,929,1,1,,17.33452051,8.956194432,,,,,,0.100833606
1477,Census Tract 4903.03 - Location 1,930,1,1,,6.492237636,2.360263824,,,,,,0.023772224
1478,Census Tract 4903.04 - Location 1,931,1,1,,6.109745571,1.991731644,,,,,,0.021407185
1479,Census Tract 4927 - Location 12,932,12,1,,18.14884334,8.572458701,,,,,,0.094762598
1480,Census Tract 305.08 - Location 3,933,3,1,,28.13059643,18.52241461,,,,,,0.289539041
1481,Census Tract 8515.01 - Location 7,934,7,1,,20.51985254,12.27334215,,,,,,0.150216469
1482,Census Tract 8515.02 - Location 7,935,7,1,,22.35611679,14.220428,,,,,,0.169631061
1483,Census Tract 7508.04 - Location 14,936,14,1,,6.470895098,1.964239645,,,,,,0.020329981
1484,Census Tract 7508.05 - Location 14,937,14,1,,6.565316288,2.092751019,,,,,,0.025849595
1485,Census Tract 3017.05 - Location 3,938,3,1,,17.58906773,9.843200838,,,,,,0.154102372
1486,Census Tract 3017.06 - Location 3,939,3,1,,15.76589898,9.091313996,,,,,,0.144883989
1487,Census Tract 3017.07 - Location 3,940,3,1,,17.46081634,11.28400252,,,,,,0.188329713
1488,Census Tract 6012.05 - Location 17,941,17,1,,16.74868032,8.96538676,,,,,,0.106929294
1490,Census Tract 6012.06 - Location 17,942,17,1,,17.28316552,8.91482676,,,,,,0.10879052
1492,Census Tract 6054.03 - Location 5,943,5,1,,15.4128658,8.096511777,,,,,,0.086722205
1493,Census Tract 6054.04 - Location 5,944,5,1,,14.79725849,7.593884009,,,,,,0.078397317
1494,Census Tract 6067.08 - Location 5,945,5,1,,14.09883601,7.270969468,,,,,,0.086017215
1495,Census Tract 6068.07 - Location 5,946,5,1,,19.95848054,12.6202239,,,,,,0.125992602
1496,Census Tract 6068.08 - Location 5,947,5,1,,19.32480795,12.50641585,,,,,,0.139220078
1497,Census Tract 7003.14 - Location 13,948,13,1,,10.95157549,4.076138302,,,,,,0.033452161
1498,Census Tract 7006.17 - Location 20,949,20,1,,5.463728767,2.152567222,,,,,,0.026116447
1499,Census Tract 7006.18 - Location 20,950,20,1,,6.495113185,2.383464892,,,,,,0.032393795
1500,Census Tract 7007.25 - Location 20,951,20,1,,11.88125455,5.011116513,,,,,,0.045744324
1501,Census Tract 7007.26 - Location 20,952,20,1,,13.29424784,5.713933956,,,,,,0.050617372
1502,Census Tract 7007.27 - Location 20,953,20,1,,10.28320192,5.024880537,,,,,,0.038728299
1503,Census Tract 7007.28 - Location 20,954,20,1,,9.430974509,3.393879184,,,,,,0.03495257
1504,Census Tract 7007.29 - Location 13,955,13,1,,13.09829102,6.367340987,,,,,,0.076469669
1505,Census Tract 7007.30 - Location 13,956,13,1,,16.38737098,7.238926489,,,,,,0.070863555
1506,Census Tract 7007.31 - Location 20,957,20,1,,10.60661043,5.06741333,,,,,,0.034044244
1507,Census Tract 7007.32 - Location 20,958,20,1,,10.79217256,4.79624745,,,,,,0.026285845
1508,Census Tract 7007.33 - Location 13,959,13,1,,7.319272271,3.080805773,,,,,,0.032301369
1509,Census Tract 7008.36 - Location 20,960,20,1,,4.897127293,1.883300257,,,,,,0.01635351
1510,Census Tract 7008.37 - Location 20,961,20,1,,7.883342105,2.834903889,,,,,,0.023683986
1511,Census Tract 7008.38 - Location 20,962,20,1,,2.539552144,0.677820174,,,,,,0.003567103
1512,Census Tract 7008.39 - Location 20,963,20,1,,5.151267465,1.49868455,,,,,,0.013628041
1513,Census Tract 7012.22 - Location 20,964,20,1,,16.83867624,9.110541557,,,,,,0.102148728
1514,Census Tract 7012.23 - Location 20,965,20,1,,17.65288604,9.40113766,,,,,,0.109974335
1515,Census Tract 7014.24 - Location 9,966,9,1,,19.81462846,12.32529345,,,,,,0.139093672
1516,Census Tract 7014.25 - Location 9,967,9,1,,21.66881584,13.45780791,,,,,,0.140082733
1517,Census Tract 7025.01 - Location 20,968,20,1,,24.95365786,15.23043633,,,,,,0.202963849
1518,Census Tract 7025.02 - Location 20,969,20,1,,25.59185364,15.39269205,,,,,,0.20604646
1519,Census Tract 7025.03 - Location 20,970,20,1,,23.84714249,14.89384633,,,,,,0.199058454
1520,Census Tract 7026.03 - Location 20,971,20,1,,25.9094068,15.54655184,,,,,,0.200996774
1521,Census Tract 7026.04 - Location 20,972,20,1,,22.64148543,14.91609384,,,,,,0.195385707
1522,Census Tract 7032.22 - Location 9,973,9,1,,14.35601704,7.732662181,,,,,,0.087963947
1523,Census Tract 7032.23 - Location 9,974,9,1,,13.02607055,6.850225337,,,,,,0.073393761
1524,Census Tract 8002.16 - Location 9,975,9,1,,24.41613106,17.24649132,,,,,,0.219150626
1525,Census Tract 8002.17 - Location 9,976,9,1,,23.62839118,17.20804128,,,,,,0.22974026
1526,Census Tract 8002.18 - Location 9,977,9,1,,24.45588064,16.69973427,,,,,,0.213042883
1527,Census Tract 8011.05 - Location 7,978,7,1,,13.44930723,6.696683167,,,,,,0.066801524
1528,Census Tract 8011.06 - Location 7,979,7,1,,11.5732223,5.644365392,,,,,,0.056981315
1529,Census Tract 8017.09 - Location 7,980,7,1,,13.71668821,8.598555497,,,,,,0.110058401
1530,Census Tract 8018.09 - Location 7,981,7,1,,14.8957291,8.65834652,,,,,,0.125303825
1531,Census Tract 8034.03 - Location 7,982,7,1,,24.58929567,16.68474575,,,,,,0.169437575
1532,Census Tract 8035.28 - Location 7,983,7,1,,25.56908275,16.31961441,,,,,,0.172513435
1533,Census Tract 8075 - Location 9,984,9,1,,37.76402118,26.80854419,,,,,,0.229071426
1534,Census Tract 9800 - Location 9,985,9,1,,31.82498949,22.58517011,,,,,,0.195195239
1535,Census Tract 105.03 - Location 6,986,6,1,,6.988174949,2.099142749,,,,,,0.025212616
1536,Census Tract 105.04 - Location 6,987,6,1,,8.386437633,2.635800646,,,,,,0.031011331
1537,Census Tract 9511.01 - Location 6,988,6,1,,35.71819731,26.35675376,,,,,,0.448151744
1538,Census Tract 9511.02 - Location 6,989,6,1,,36.44671125,26.47403637,,,,,,0.45530862
1539,Census Tract 2806 - Location 2,990,2,1,,4.29910706,0.632400661,,,,,,0.00893546
