"","def_zip","n","zip_char"
"2858","77751",3,"""77751"""
"2859","77754",1,"""77754"""
"2860","77770",1,"""77770"""
"2861","77771",1,"""77771"""
"2862","77773",1,"""77773"""
"2863","77777",56,"""77777"""
"2864","77794",1,"""77794"""
"2865","77801",34,"""77801"""
"2866","77802",46,"""77802"""
"2867","77803",88,"""77803"""
"2868","77804",7,"""77804"""
"2869","77805",2,"""77805"""
"2870","77806",1,"""77806"""
"2871","77807",27,"""77807"""
"2872","77808",18,"""77808"""
"2873","77809",2,"""77809"""
"2874","77810",1,"""77810"""
"2875","77815",1,"""77815"""
"2876","77821",1,"""77821"""
"2877","77823",1,"""77823"""
"2878","77824",1,"""77824"""
"2879","77830",4,"""77830"""
"2880","77831",20,"""77831"""
"2881","77832",3,"""77832"""
"2882","77833",80,"""77833"""
"2883","77834",1,"""77834"""
"2884","77835",1,"""77835"""
"2885","77836",23,"""77836"""
"2886","77837",9,"""77837"""
"2887","77838",1,"""77838"""
"2888","77839",2,"""77839"""
"2889","77840",58,"""77840"""
"2890","77842",1,"""77842"""
"2891","77845",59,"""77845"""
"2892","77848",4,"""77848"""
"2893","77849",1,"""77849"""
"2894","77850",1,"""77850"""
"2895","77851",1,"""77851"""
"2896","77852",1,"""77852"""
"2897","77854",6,"""77854"""
"2898","77855",2,"""77855"""
"2899","77856",7,"""77856"""
"2900","77857",5,"""77857"""
"2901","77859",9,"""77859"""
"2902","77861",3,"""77861"""
"2903","77862",2,"""77862"""
"2904","77864",28,"""77864"""
"2905","77865",2,"""77865"""
"2906","77866",1,"""77866"""
"2907","77868",65,"""77868"""
"2908","77871",5,"""77871"""
"2909","77873",5,"""77873"""
"2910","77874",1,"""77874"""
"2911","77876",4,"""77876"""
"2912","77879",16,"""77879"""
"2913","77880",25,"""77880"""
"2914","77883",2,"""77883"""
"2915","77886",1,"""77886"""
"2916","77889",1,"""77889"""
"2917","77893",1,"""77893"""
"2918","77896",2,"""77896"""
"2919","77900",2,"""77900"""
"2920","77901",68,"""77901"""
"2921","77902",3,"""77902"""
"2922","77903",2,"""77903"""
"2923","77904",23,"""77904"""
"2924","77905",7,"""77905"""
"2925","77906",1,"""77906"""
"2926","77909",1,"""77909"""
"2927","77914",1,"""77914"""
"2928","77915",1,"""77915"""
"2929","77929",1,"""77929"""
"2930","77931",1,"""77931"""
"2931","77932",2,"""77932"""
"2932","77934",1,"""77934"""
"2933","77935",1,"""77935"""
"2934","77936",11,"""77936"""
"2935","77939",1,"""77939"""
"2936","77940",1,"""77940"""
"2937","77943",2,"""77943"""
"2938","77948",1,"""77948"""
"2939","77949",3,"""77949"""
"2940","77950",1,"""77950"""
"2941","77954",13,"""77954"""
"2942","77955",1,"""77955"""
"2943","77957",8,"""77957"""
"2944","77960",1,"""77960"""
"2945","77962",6,"""77962"""
"2946","77963",1,"""77963"""
"2947","77964",8,"""77964"""
"2948","77968",1,"""77968"""
"2949","77971",3,"""77971"""
"2950","77972",1,"""77972"""
"2951","77973",1,"""77973"""
"2952","77975",1,"""77975"""
"2953","77977",2,"""77977"""
"2954","77979",17,"""77979"""
"2955","77981",1,"""77981"""
"2956","77983",4,"""77983"""
"2957","77984",1,"""77984"""
"2958","77990",1,"""77990"""
"2959","77991",1,"""77991"""
"2960","77993",1,"""77993"""
"2961","77994",2,"""77994"""
"2962","77995",4,"""77995"""
"2963","78002",2,"""78002"""
"2964","78003",6,"""78003"""
"2965","78006",5,"""78006"""
"2966","78011",2,"""78011"""
"2967","78013",1,"""78013"""
"2968","78014",6,"""78014"""
"2969","78015",4,"""78015"""
"2970","78016",7,"""78016"""
"2971","78017",4,"""78017"""
"2972","78022",2,"""78022"""
"2973","78023",3,"""78023"""
"2974","78025",5,"""78025"""
"2975","78026",1,"""78026"""
"2976","78027",1,"""78027"""
"2977","78028",23,"""78028"""
"2978","78040",11,"""78040"""
"2979","78041",5,"""78041"""
"2980","78043",9,"""78043"""
"2981","78045",9,"""78045"""
"2982","78046",13,"""78046"""
"2983","78052",2,"""78052"""
"2984","78057",1,"""78057"""
"2985","78059",1,"""78059"""
"2986","78061",1,"""78061"""
"2987","78063",5,"""78063"""
"2988","78064",2,"""78064"""
"2989","78065",12,"""78065"""
"2990","78069",1,"""78069"""
"2991","78070",4,"""78070"""
"2992","78071",2,"""78071"""
"2993","78073",3,"""78073"""
"2994","78076",5,"""78076"""
"2995","78077",1,"""78077"""
"2996","78079",1,"""78079"""
"2997","78101",1,"""78101"""
"2998","78102",53,"""78102"""
"2999","78107",1,"""78107"""
"3000","78108",13,"""78108"""
"3001","78109",8,"""78109"""
"3002","78112",1,"""78112"""
"3003","78114",6,"""78114"""
"3004","78118",2,"""78118"""
"3005","78119",10,"""78119"""
"3006","78121",2,"""78121"""
"3007","78122",1,"""78122"""
"3008","78123",6,"""78123"""
"3009","78130",42,"""78130"""
"3010","78132",12,"""78132"""
"3011","78133",16,"""78133"""
"3012","78140",4,"""78140"""
"3013","78142",2,"""78142"""
"3014","78148",7,"""78148"""
"3015","78152",1,"""78152"""
"3016","78154",14,"""78154"""
"3017","78155",18,"""78155"""
"3018","78156",1,"""78156"""
"3019","78160",3,"""78160"""
"3020","78161",1,"""78161"""
"3021","78163",1,"""78163"""
"3022","78164",3,"""78164"""
"3023","78182",1,"""78182"""
"3024","78201",14,"""78201"""
"3025","78202",15,"""78202"""
"3026","78203",4,"""78203"""
"3027","78204",3,"""78204"""
"3028","78205",4,"""78205"""
"3029","78206",1,"""78206"""
"3030","78207",18,"""78207"""
"3031","78208",5,"""78208"""
"3032","78209",18,"""78209"""
"3033","78210",13,"""78210"""
"3034","78211",14,"""78211"""
"3035","78212",6,"""78212"""
"3036","78213",10,"""78213"""
"3037","78214",3,"""78214"""
"3038","78215",7,"""78215"""
"3039","78216",18,"""78216"""
"3040","78217",11,"""78217"""
"3041","78218",15,"""78218"""
"3042","78219",7,"""78219"""
"3043","78220",21,"""78220"""
"3044","78221",16,"""78221"""
"3045","78222",17,"""78222"""
"3046","78223",32,"""78223"""
"3047","78224",6,"""78224"""
"3048","78225",8,"""78225"""
"3049","78226",3,"""78226"""
"3050","78227",13,"""78227"""
"3051","78228",17,"""78228"""
"3052","78229",21,"""78229"""
"3053","78230",14,"""78230"""
"3054","78231",3,"""78231"""
"3055","78232",6,"""78232"""
"3056","78233",17,"""78233"""
"3057","78235",2,"""78235"""
"3058","78237",10,"""78237"""
"3059","78238",11,"""78238"""
"3060","78239",8,"""78239"""
"3061","78240",23,"""78240"""
"3062","78241",1,"""78241"""
"3063","78242",5,"""78242"""
"3064","78244",13,"""78244"""
"3065","78245",23,"""78245"""
"3066","78247",13,"""78247"""
"3067","78249",14,"""78249"""
"3068","78250",11,"""78250"""
"3069","78251",14,"""78251"""
"3070","78252",30,"""78252"""
"3071","78253",9,"""78253"""
"3072","78254",9,"""78254"""
"3073","78255",3,"""78255"""
"3074","78256",5,"""78256"""
"3075","78257",3,"""78257"""
"3076","78258",4,"""78258"""
"3077","78259",5,"""78259"""
"3078","78260",4,"""78260"""
"3079","78261",1,"""78261"""
"3080","78263",1,"""78263"""
"3081","78264",3,"""78264"""
"3082","78266",6,"""78266"""
"3083","78269",1,"""78269"""
"3084","78283",3,"""78283"""
"3085","78289",1,"""78289"""
"3086","78315",1,"""78315"""
"3087","78318",1,"""78318"""
"3088","78321",1,"""78321"""
"3089","78329",1,"""78329"""
"3090","78332",11,"""78332"""
"3091","78336",5,"""78336"""
"3092","78343",1,"""78343"""
"3093","78348",2,"""78348"""
"3094","78352",1,"""78352"""
"3095","78355",2,"""78355"""
"3096","78357",1,"""78357"""
"3097","78358",3,"""78358"""
"3098","78359",2,"""78359"""
"3099","78361",5,"""78361"""
"3100","78362",6,"""78362"""
"3101","78363",18,"""78363"""
"3102","78368",11,"""78368"""
"3103","78370",4,"""78370"""
"3104","78372",4,"""78372"""
"3105","78373",1,"""78373"""
"3106","78374",6,"""78374"""
"3107","78375",1,"""78375"""
"3108","78377",12,"""78377"""
"3109","78380",15,"""78380"""
"3110","78382",13,"""78382"""
"3111","78384",9,"""78384"""
"3112","78385",1,"""78385"""
"3113","78387",3,"""78387"""
"3114","78390",4,"""78390"""
"3115","78393",1,"""78393"""
"3116","78401",13,"""78401"""
"3117","78404",4,"""78404"""
"3118","78405",15,"""78405"""
"3119","78406",1,"""78406"""
"3120","78407",3,"""78407"""
"3121","78408",9,"""78408"""
"3122","78409",1,"""78409"""
"3123","78410",9,"""78410"""
"3124","78411",14,"""78411"""
"3125","78412",21,"""78412"""
"3126","78413",17,"""78413"""
"3127","78414",18,"""78414"""
"3128","78415",25,"""78415"""
"3129","78416",7,"""78416"""
"3130","78417",3,"""78417"""
"3131","78418",11,"""78418"""
"3132","78419",1,"""78419"""
"3133","78482",1,"""78482"""
"3134","78492",1,"""78492"""
"3135","78495",1,"""78495"""
"3136","78501",28,"""78501"""
"3137","78503",12,"""78503"""
"3138","78504",25,"""78504"""
"3139","78511",2,"""78511"""
"3140","78516",19,"""78516"""
"3141","78518",1,"""78518"""
"3142","78520",49,"""78520"""
"3143","78521",61,"""78521"""
"3144","78526",22,"""78526"""
"3145","78530",1,"""78530"""
"3146","78531",1,"""78531"""
"3147","78537",13,"""78537"""
"3148","78538",4,"""78538"""
"3149","78539",11,"""78539"""
"3150","78540",3,"""78540"""
"3151","78541",25,"""78541"""
"3152","78542",51,"""78542"""
"3153","78543",4,"""78543"""
"3154","78544",3,"""78544"""
"3155","78548",1,"""78548"""
"3156","78549",1,"""78549"""
"3157","78550",41,"""78550"""
"3158","78551",1,"""78551"""
"3159","78552",12,"""78552"""
"3160","78553",1,"""78553"""
"3161","78557",12,"""78557"""
"3162","78558",1,"""78558"""
"3163","78559",1,"""78559"""
"3164","78560",5,"""78560"""
"3165","78561",1,"""78561"""
"3166","78566",12,"""78566"""
"3167","78568",1,"""78568"""
"3168","78570",12,"""78570"""
"3169","78571",1,"""78571"""
"3170","78572",41,"""78572"""
"3171","78573",12,"""78573"""
"3172","78574",32,"""78574"""
"3173","78575",3,"""78575"""
"3174","78576",5,"""78576"""
"3175","78577",33,"""78577"""
"3176","78578",3,"""78578"""
"3177","78579",3,"""78579"""
"3178","78580",10,"""78580"""
"3179","78582",27,"""78582"""
"3180","78584",22,"""78584"""
"3181","78586",29,"""78586"""
"3182","78589",22,"""78589"""
"3183","78593",1,"""78593"""
"3184","78594",1,"""78594"""
"3185","78595",2,"""78595"""
"3186","78596",23,"""78596"""
"3187","78599",8,"""78599"""
"3188","78601",1,"""78601"""
"3189","78602",21,"""78602"""
"3190","78606",1,"""78606"""
"3191","78610",10,"""78610"""
"3192","78611",3,"""78611"""
"3193","78612",8,"""78612"""
"3194","78613",17,"""78613"""
"3195","78614",1,"""78614"""
"3196","78616",3,"""78616"""
"3197","78617",21,"""78617"""
"3198","78619",1,"""78619"""
"3199","78621",8,"""78621"""
"3200","78624",5,"""78624"""
"3201","78625",1,"""78625"""
"3202","78626",20,"""78626"""
"3203","78628",3,"""78628"""
"3204","78629",15,"""78629"""
"3205","78632",2,"""78632"""
"3206","78633",2,"""78633"""
"3207","78634",8,"""78634"""
"3208","78639",8,"""78639"""
"3209","78640",25,"""78640"""
"3210","78641",18,"""78641"""
"3211","78642",2,"""78642"""
"3212","78643",4,"""78643"""
"3213","78644",5,"""78644"""
"3214","78645",3,"""78645"""
"3215","78648",3,"""78648"""
"3216","78650",1,"""78650"""
"3217","78652",1,"""78652"""
"3218","78653",11,"""78653"""
"3219","78654",2,"""78654"""
"3220","78656",1,"""78656"""
"3221","78657",2,"""78657"""
"3222","78659",1,"""78659"""
"3223","78660",25,"""78660"""
"3224","78663",2,"""78663"""
"3225","78664",22,"""78664"""
"3226","78665",13,"""78665"""
"3227","78666",59,"""78666"""
"3228","78670",1,"""78670"""
"3229","78671",3,"""78671"""
"3230","78675",1,"""78675"""
"3231","78676",5,"""78676"""
"3232","78681",14,"""78681"""
"3233","78700",3,"""78700"""
"3234","78701",16,"""78701"""
"3235","78702",14,"""78702"""
"3236","78703",3,"""78703"""
"3237","78704",23,"""78704"""
"3238","78705",5,"""78705"""
"3239","78706",1,"""78706"""
"3240","78710",1,"""78710"""
"3241","78711",4,"""78711"""
"3242","78716",1,"""78716"""
"3243","78717",11,"""78717"""
"3244","78719",1,"""78719"""
"3245","78720",1,"""78720"""
"3246","78721",22,"""78721"""
"3247","78722",6,"""78722"""
"3248","78723",23,"""78723"""
"3249","78724",27,"""78724"""
"3250","78725",3,"""78725"""
"3251","78726",8,"""78726"""
"3252","78727",26,"""78727"""
"3253","78728",48,"""78728"""
"3254","78729",10,"""78729"""
"3255","78730",2,"""78730"""
"3256","78731",8,"""78731"""
"3257","78732",2,"""78732"""
"3258","78733",6,"""78733"""
"3259","78734",12,"""78734"""
"3260","78735",2,"""78735"""
"3261","78736",2,"""78736"""
"3262","78738",6,"""78738"""
"3263","78739",1,"""78739"""
"3264","78741",45,"""78741"""
"3265","78743",1,"""78743"""
"3266","78744",13,"""78744"""
"3267","78745",30,"""78745"""
"3268","78746",5,"""78746"""
"3269","78747",7,"""78747"""
"3270","78748",15,"""78748"""
"3271","78749",4,"""78749"""
"3272","78750",5,"""78750"""
"3273","78751",13,"""78751"""
"3274","78752",11,"""78752"""
"3275","78753",39,"""78753"""
"3276","78754",16,"""78754"""
"3277","78757",9,"""78757"""
"3278","78758",28,"""78758"""
"3279","78759",12,"""78759"""
"3280","78761",1,"""78761"""
"3281","78767",1,"""78767"""
"3282","78781",8,"""78781"""
"3283","78801",3,"""78801"""
"3284","78803",1,"""78803"""
"3285","78830",1,"""78830"""
"3286","78834",1,"""78834"""
"3287","78839",1,"""78839"""
"3288","78840",13,"""78840"""
"3289","78852",7,"""78852"""
"3290","78853",1,"""78853"""
"3291","78861",34,"""78861"""
"3292","78870",1,"""78870"""
"3293","78880",1,"""78880"""
"3294","78883",1,"""78883"""
"3295","78931",1,"""78931"""
"3296","78932",1,"""78932"""
"3297","78933",6,"""78933"""
"3298","78934",25,"""78934"""
"3299","78935",9,"""78935"""
"3300","78938",1,"""78938"""
"3301","78940",1,"""78940"""
"3302","78941",5,"""78941"""
"3303","78942",10,"""78942"""
"3304","78943",2,"""78943"""
"3305","78944",1,"""78944"""
"3306","78945",17,"""78945"""
"3307","78946",2,"""78946"""
"3308","78947",2,"""78947"""
"3309","78948",3,"""78948"""
"3310","78949",2,"""78949"""
"3311","78950",4,"""78950"""
"3312","78956",4,"""78956"""
"3313","78957",6,"""78957"""
"3314","78959",1,"""78959"""
"3315","78962",12,"""78962"""
"3316","79007",1,"""79007"""
"3317","79013",1,"""79013"""
"3318","79015",1,"""79015"""
"3319","79022",7,"""79022"""
"3320","79029",3,"""79029"""
"3321","79036",2,"""79036"""
"3322","79041",1,"""79041"""
"3323","79048",2,"""79048"""
"3324","79065",3,"""79065"""
"3325","79068",1,"""79068"""
"3326","79072",5,"""79072"""
"3327","79081",1,"""79081"""
"3328","79084",1,"""79084"""
"3329","79086",1,"""79086"""
"3330","79095",1,"""79095"""
"3331","79101",1,"""79101"""
"3332","79102",3,"""79102"""
"3333","79104",1,"""79104"""
"3334","79106",15,"""79106"""
"3335","79107",24,"""79107"""
"3336","79109",2,"""79109"""
"3337","79110",2,"""79110"""
"3338","79118",4,"""79118"""
"3339","79119",3,"""79119"""
"3340","79124",2,"""79124"""
"3341","79126",1,"""79126"""
"3342","79201",11,"""79201"""
"3343","79241",1,"""79241"""
"3344","79245",1,"""79245"""
"3345","79331",2,"""79331"""
"3346","79336",1,"""79336"""
"3347","79356",5,"""79356"""
"3348","79360",12,"""79360"""
"3349","79364",1,"""79364"""
"3350","79370",1,"""79370"""
"3351","79382",1,"""79382"""
"3352","79401",4,"""79401"""
"3353","79403",5,"""79403"""
"3354","79404",3,"""79404"""
"3355","79407",2,"""79407"""
"3356","79410",2,"""79410"""
"3357","79411",2,"""79411"""
"3358","79412",1,"""79412"""
"3359","79413",2,"""79413"""
"3360","79414",1,"""79414"""
"3361","79416",12,"""79416"""
"3362","79423",5,"""79423"""
"3363","79424",4,"""79424"""
"3364","79501",2,"""79501"""
"3365","79504",1,"""79504"""
"3366","79510",1,"""79510"""
"3367","79512",6,"""79512"""
"3368","79533",1,"""79533"""
"3369","79536",1,"""79536"""
"3370","79549",5,"""79549"""
"3371","79553",6,"""79553"""
"3372","79556",7,"""79556"""
"3373","79575",1,"""79575"""
"3374","79591",2,"""79591"""
"3375","79601",6,"""79601"""
"3376","79602",1,"""79602"""
"3377","79603",6,"""79603"""
"3378","79605",7,"""79605"""
"3379","79606",3,"""79606"""
"3380","79676",1,"""79676"""
"3381","79694",2,"""79694"""
"3382","79701",16,"""79701"""
"3383","79703",5,"""79703"""
"3384","79704",1,"""79704"""
"3385","79705",12,"""79705"""
"3386","79706",5,"""79706"""
"3387","79707",6,"""79707"""
"3388","79708",1,"""79708"""
"3389","79714",1,"""79714"""
"3390","79719",2,"""79719"""
"3391","79720",10,"""79720"""
"3392","79731",2,"""79731"""
"3393","79734",1,"""79734"""
"3394","79735",1,"""79735"""
"3395","79745",1,"""79745"""
"3396","79756",3,"""79756"""
"3397","79761",8,"""79761"""
"3398","79762",6,"""79762"""
"3399","79763",6,"""79763"""
"3400","79764",4,"""79764"""
"3401","79765",3,"""79765"""
"3402","79766",5,"""79766"""
"3403","79785",1,"""79785"""
"3404","79789",1,"""79789"""
"3405","79830",1,"""79830"""
"3406","79901",2,"""79901"""
"3407","79903",2,"""79903"""
"3408","79904",3,"""79904"""
"3409","79906",1,"""79906"""
"3410","79907",1,"""79907"""
"3411","79912",6,"""79912"""
"3412","79915",2,"""79915"""
"3413","79922",1,"""79922"""
"3414","79924",10,"""79924"""
"3415","79925",3,"""79925"""
"3416","79927",2,"""79927"""
"3417","79928",4,"""79928"""
"3418","79930",2,"""79930"""
"3419","79932",1,"""79932"""
"3420","79934",5,"""79934"""
"3421","79935",1,"""79935"""
"3422","79936",7,"""79936"""
"3423","79938",3,"""79938"""
"3424","80003",1,"""80003"""
"3425","80010",1,"""80010"""
"3426","80011",1,"""80011"""
"3427","80012",1,"""80012"""
"3428","80013",4,"""80013"""
"3429","80014",1,"""80014"""
"3430","80016",2,"""80016"""
"3431","80017",2,"""80017"""
"3432","80020",2,"""80020"""
"3433","80027",1,"""80027"""
"3434","80031",1,"""80031"""
"3435","80104",3,"""80104"""
"3436","80112",3,"""80112"""
"3437","80123",1,"""80123"""
"3438","80130",1,"""80130"""
"3439","80202",1,"""80202"""
"3440","80204",1,"""80204"""
"3441","80205",1,"""80205"""
"3442","80206",1,"""80206"""
"3443","80207",1,"""80207"""
"3444","80209",4,"""80209"""
"3445","80211",1,"""80211"""
"3446","80213",2,"""80213"""
"3447","80215",1,"""80215"""
"3448","80221",2,"""80221"""
"3449","80222",2,"""80222"""
"3450","80223",1,"""80223"""
"3451","80226",3,"""80226"""
"3452","80229",1,"""80229"""
"3453","80232",2,"""80232"""
"3454","80234",1,"""80234"""
"3455","80239",2,"""80239"""
"3456","80247",1,"""80247"""
"3457","80301",1,"""80301"""
"3458","80304",1,"""80304"""
"3459","80525",1,"""80525"""
"3460","80602",2,"""80602"""
"3461","80620",1,"""80620"""
"3462","80634",2,"""80634"""
"3463","80640",2,"""80640"""
"3464","80814",2,"""80814"""
"3465","80817",5,"""80817"""
"3466","80864",1,"""80864"""
"3467","80903",1,"""80903"""
"3468","80906",1,"""80906"""
"3469","80909",2,"""80909"""
"3470","80910",2,"""80910"""
"3471","80911",2,"""80911"""
"3472","80915",1,"""80915"""
"3473","80916",2,"""80916"""
"3474","80917",1,"""80917"""
"3475","80918",2,"""80918"""
"3476","81001",1,"""81001"""
"3477","81212",1,"""81212"""
"3478","81969",1,"""81969"""
"3479","82301",1,"""82301"""
"3480","82601",1,"""82601"""
"3481","82636",1,"""82636"""
"3482","82901",1,"""82901"""
"3483","82935",1,"""82935"""
"3484","83106",3,"""83106"""
"3485","83350",1,"""83350"""
"3486","83501",1,"""83501"""
"3487","83854",1,"""83854"""
"3488","84037",1,"""84037"""
"3489","84041",1,"""84041"""
"3490","84045",1,"""84045"""
"3491","84050",1,"""84050"""
"3492","84062",3,"""84062"""
"3493","84070",1,"""84070"""
"3494","84088",1,"""84088"""
"3495","84107",4,"""84107"""
"3496","84115",2,"""84115"""
"3497","84116",3,"""84116"""
"3498","84341",1,"""84341"""
"3499","85004",1,"""85004"""
"3500","85009",1,"""85009"""
"3501","85015",1,"""85015"""
"3502","85016",1,"""85016"""
"3503","85017",1,"""85017"""
"3504","85018",2,"""85018"""
"3505","85022",2,"""85022"""
"3506","85032",2,"""85032"""
"3507","85035",2,"""85035"""
"3508","85037",1,"""85037"""
"3509","85040",1,"""85040"""
"3510","85041",1,"""85041"""
"3511","85043",1,"""85043"""
"3512","85051",1,"""85051"""
"3513","85086",2,"""85086"""
"3514","85119",1,"""85119"""
"3515","85143",1,"""85143"""
"3516","85205",1,"""85205"""
"3517","85207",1,"""85207"""
"3518","85210",1,"""85210"""
"3519","85212",1,"""85212"""
"3520","85224",1,"""85224"""
"3521","85234",1,"""85234"""
"3522","85251",1,"""85251"""
"3523","85257",1,"""85257"""
"3524","85258",1,"""85258"""
"3525","85260",1,"""85260"""
"3526","85281",1,"""85281"""
"3527","85296",2,"""85296"""
"3528","85301",3,"""85301"""
"3529","85307",1,"""85307"""
"3530","85323",1,"""85323"""
"3531","85326",1,"""85326"""
"3532","85339",1,"""85339"""
"3533","85344",1,"""85344"""
"3534","85345",1,"""85345"""
"3535","85363",1,"""85363"""
"3536","85365",1,"""85365"""
"3537","85392",3,"""85392"""
"3538","85602",1,"""85602"""
"3539","85621",1,"""85621"""
"3540","85635",1,"""85635"""
"3541","85653",1,"""85653"""
"3542","85712",1,"""85712"""
"3543","86017",1,"""86017"""
"3544","86045",2,"""86045"""
"3545","86409",1,"""86409"""
"3546","86505",1,"""86505"""
"3547","86506",1,"""86506"""
"3548","86507",1,"""86507"""
"3549","86510",1,"""86510"""
"3550","86512",1,"""86512"""
"3551","86538",1,"""86538"""
"3552","87059",1,"""87059"""
"3553","87108",3,"""87108"""
"3554","87110",5,"""87110"""
"3555","87111",2,"""87111"""
"3556","87113",4,"""87113"""
"3557","87121",1,"""87121"""
"3558","87123",1,"""87123"""
"3559","87124",1,"""87124"""
"3560","87215",1,"""87215"""
"3561","87300",1,"""87300"""
"3562","87401",1,"""87401"""
"3563","87420",1,"""87420"""
"3564","87507",1,"""87507"""
"3565","87567",1,"""87567"""
"3566","87654",1,"""87654"""
"3567","87901",1,"""87901"""
"3568","88007",1,"""88007"""
"3569","88008",1,"""88008"""
"3570","88012",1,"""88012"""
"3571","88047",1,"""88047"""
"3572","88073",1,"""88073"""
"3573","88081",2,"""88081"""
"3574","88101",3,"""88101"""
"3575","88130",1,"""88130"""
"3576","88201",1,"""88201"""
"3577","88203",1,"""88203"""
"3578","88220",4,"""88220"""
"3579","88240",5,"""88240"""
"3580","88310",1,"""88310"""
"3581","88312",1,"""88312"""
"3582","88346",1,"""88346"""
"3583","88971",1,"""88971"""
"3584","89014",1,"""89014"""
"3585","89020",1,"""89020"""
"3586","89030",4,"""89030"""
"3587","89031",2,"""89031"""
"3588","89032",4,"""89032"""
"3589","89043",1,"""89043"""
"3590","89048",1,"""89048"""
"3591","89075",1,"""89075"""
"3592","89081",1,"""89081"""
"3593","89101",2,"""89101"""
"3594","89102",1,"""89102"""
"3595","89103",2,"""89103"""
"3596","89106",1,"""89106"""
"3597","89108",5,"""89108"""
"3598","89113",1,"""89113"""
"3599","89115",1,"""89115"""
"3600","89118",1,"""89118"""
"3601","89119",1,"""89119"""
"3602","89120",1,"""89120"""
"3603","89122",1,"""89122"""
"3604","89123",3,"""89123"""
"3605","89128",4,"""89128"""
"3606","89130",1,"""89130"""
"3607","89131",2,"""89131"""
"3608","89137",1,"""89137"""
"3609","89139",3,"""89139"""
"3610","89146",4,"""89146"""
"3611","89147",1,"""89147"""
"3612","89148",2,"""89148"""
"3613","89156",1,"""89156"""
"3614","89166",1,"""89166"""
"3615","89169",4,"""89169"""
"3616","89183",2,"""89183"""
"3617","89318",1,"""89318"""
"3618","89441",1,"""89441"""
"3619","89523",1,"""89523"""
"3620","89550",1,"""89550"""
"3621","89592",1,"""89592"""
"3622","90001",1,"""90001"""
"3623","90002",2,"""90002"""
"3624","90003",3,"""90003"""
"3625","90004",4,"""90004"""
"3626","90005",2,"""90005"""
"3627","90006",1,"""90006"""
"3628","90008",3,"""90008"""
"3629","90011",1,"""90011"""
"3630","90012",3,"""90012"""
"3631","90013",2,"""90013"""
"3632","90014",1,"""90014"""
"3633","90015",2,"""90015"""
"3634","90016",1,"""90016"""
"3635","90017",1,"""90017"""
"3636","90018",1,"""90018"""
"3637","90020",1,"""90020"""
"3638","90022",1,"""90022"""
"3639","90025",2,"""90025"""
"3640","90026",3,"""90026"""
"3641","90028",1,"""90028"""
"3642","90029",1,"""90029"""
"3643","90031",2,"""90031"""
"3644","90033",1,"""90033"""
"3645","90035",1,"""90035"""
"3646","90037",2,"""90037"""
"3647","90038",1,"""90038"""
"3648","90044",4,"""90044"""
"3649","90045",1,"""90045"""
"3650","90046",3,"""90046"""
"3651","90047",2,"""90047"""
"3652","90048",1,"""90048"""
"3653","90056",1,"""90056"""
"3654","90057",2,"""90057"""
"3655","90059",1,"""90059"""
"3656","90061",2,"""90061"""
"3657","90062",1,"""90062"""
"3658","90064",1,"""90064"""
"3659","90065",2,"""90065"""
"3660","90066",1,"""90066"""
"3661","90067",2,"""90067"""
"3662","90068",1,"""90068"""
"3663","90069",1,"""90069"""
"3664","90094",1,"""90094"""
"3665","90212",1,"""90212"""
"3666","90221",8,"""90221"""
"3667","90222",1,"""90222"""
"3668","90242",1,"""90242"""
"3669","90250",2,"""90250"""
"3670","90262",3,"""90262"""
"3671","90266",1,"""90266"""
"3672","90293",1,"""90293"""
"3673","90302",1,"""90302"""
"3674","90303",2,"""90303"""
"3675","90304",2,"""90304"""
"3676","90404",1,"""90404"""
"3677","90602",1,"""90602"""
"3678","90604",1,"""90604"""
"3679","90606",1,"""90606"""
"3680","90621",2,"""90621"""
"3681","90680",1,"""90680"""
"3682","90706",2,"""90706"""
"3683","90710",1,"""90710"""
"3684","90717",1,"""90717"""
"3685","90744",1,"""90744"""
"3686","90804",2,"""90804"""
"3687","90805",3,"""90805"""
"3688","90806",2,"""90806"""
"3689","90807",1,"""90807"""
"3690","90813",2,"""90813"""
"3691","91001",8,"""91001"""
"3692","91006",1,"""91006"""
"3693","91103",1,"""91103"""
"3694","91104",1,"""91104"""
"3695","91304",1,"""91304"""
"3696","91325",1,"""91325"""
"3697","91331",1,"""91331"""
"3698","91335",1,"""91335"""
"3699","91343",1,"""91343"""
"3700","91344",1,"""91344"""
"3701","91351",4,"""91351"""
"3702","91356",1,"""91356"""
"3703","91364",1,"""91364"""
"3704","91384",1,"""91384"""
"3705","91390",1,"""91390"""
"3706","91401",1,"""91401"""
"3707","91423",1,"""91423"""
"3708","91506",1,"""91506"""
"3709","91601",2,"""91601"""
"3710","91604",2,"""91604"""
"3711","91605",1,"""91605"""
"3712","91702",1,"""91702"""
"3713","91706",2,"""91706"""
"3714","91708",1,"""91708"""
"3715","91710",1,"""91710"""
"3716","91730",1,"""91730"""
"3717","91732",2,"""91732"""
"3718","91733",1,"""91733"""
"3719","91739",1,"""91739"""
"3720","91744",2,"""91744"""
"3721","91755",1,"""91755"""
"3722","91760",1,"""91760"""
"3723","91763",2,"""91763"""
"3724","91764",1,"""91764"""
"3725","91765",1,"""91765"""
"3726","91767",1,"""91767"""
"3727","91770",4,"""91770"""
"3728","91776",3,"""91776"""
"3729","91786",1,"""91786"""
"3730","91789",1,"""91789"""
"3731","91801",1,"""91801"""
